Sample_id	Country	Region	Site	Year	Month	Day	Sample_type	Site_type	Weather_condition	Subfamily	Genus	Species	Functional_group	Sex	Fecal_type	GPS.N.	GPS.E.	GPS_decimal.N.	GPS_decimal.E.	Collected_time	Altitude	Temperature	Humidity...	Elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	SG
7Mo13	7Mo13	Mongolia	Arkhangai	10	2022	6	20	soil	Grassland	Sunny_Windy	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7MoY1_4	7MoY1_4	Mongolia	Arkhangai	10	2022	6	20	gut	Grassland	Sunny_Windy	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7MoY2_3	7MoY2_3	Mongolia	Arkhangai	10	2022	6	20	gut	Grassland	Sunny_Windy	Aphodiinae	Eupleurus	antiquus	Dweller	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7MoY3_6	7MoY3_6	Mongolia	Arkhangai	10	2022	6	20	gut	Grassland	Sunny_Windy	Aphodiinae	Chilothorax	comma	Dweller	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7MoY3_7	7MoY3_7	Mongolia	Arkhangai	10	2022	6	20	gut	Grassland	Sunny_Windy	Aphodiinae	Chilothorax	comma	Dweller	Unidentified	Horse	47_56_17_3	101_01_00_4	47.938139	101.016778	1505-1700	1706m	31.5	26.2	1752	-0.545833	13.64167	30.93348	1180.405	20.9	-23.2	44.1	13.533	-15.36667	13.5333	-15.3667	294	85	2	115.082	212	6	212	6	I(Lithosols)
7Mo251_2	7Mo251_2	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo251_3	7Mo251_3	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo252_1	7Mo252_1	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo252_2	7Mo252_2	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo252_3	7Mo252_3	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo253_1	7Mo253_1	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo253_2	7Mo253_2	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo253_3	7Mo253_3	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo254_1	7Mo254_1	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo254_2	7Mo254_2	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo254_3	7Mo254_3	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo255_1	7Mo255_1	Mongolia	Orkhon	25	2022	6	24	fecal	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Horse	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2514	7Mo2514	Mongolia	Orkhon	25	2022	6	24	soil	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2515	7Mo2515	Mongolia	Orkhon	25	2022	6	24	soil	Grassland	Sunny	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	Unidentified	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C1_2	7Mo2C1_2	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C1_4	7Mo2C1_4	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C2_2	7Mo2C2_2	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C2_3	7Mo2C2_3	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C2_4	7Mo2C2_4	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
7Mo2C4_4	7Mo2C4_4	Mongolia	Orkhon	25	2022	6	24	gut	Grassland	Sunny	Aphodiinae	Acanthobodilus	immundus	Dweller	Unidentified	Cow	48_37_10_83	103_32_30_12	48.619675	103.5417	1050_1315	1053m	24.2	40.4	1053	-0.508333	15.35	29.40613	1419.22	23.9	-28.3	52.2	15.9	-19.01667	15.9	-19.01667	298	92	2	121.661	220	6	220	6	I(Lithosols)
8Mo1_1	8Mo1_1	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_2	8Mo1_2	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_3	8Mo1_3	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_4	8Mo1_4	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_5	8Mo1_5	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_6	8Mo1_6	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_7	8Mo1_7	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_8	8Mo1_8	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_9	8Mo1_9	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_10	8Mo1_10	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_12	8Mo1_12	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_13	8Mo1_13	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_14	8Mo1_14	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_15	8Mo1_15	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_16	8Mo1_16	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_17	8Mo1_17	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_18	8Mo1_18	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_19	8Mo1_19	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_20	8Mo1_20	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_24	8Mo1_24	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_26	8Mo1_26	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_27	8Mo1_27	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo1_28	8Mo1_28	Mongolia	MandalgoviSouthwest22km	1	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	45_40_15_3	106_00_08_2	45.670917	106.002278	1400_1530	1445m	27	20	1445	1.720833	13.34167	27.22789	1351.761	25.8	-23.2	49	17.933	-13.58333	17.933	-15.3333	152	44	1	118.1629	112	3	112	4	KI(Luvic Kastanozems)
8Mo2_2	8Mo2_2	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_6	8Mo2_6	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_7	8Mo2_7	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_11	8Mo2_11	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Cheironitis	eumenes	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_12	8Mo2_12	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Cheironitis	eumenes	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_13	8Mo2_13	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Cheironitis	eumenes	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_14	8Mo2_14	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_15	8Mo2_15	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_16	8Mo2_16	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_17	8Mo2_17	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_18	8Mo2_18	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_19	8Mo2_19	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_20	8Mo2_20	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
8Mo2_21	8Mo2_21	Mongolia	KhuldNorth10km	2	2022	8	11	gut	Desert	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Camel	45_18_09_81	105_37_02_66	45.302725	105.617406	1620_1650	1306m	31	20.6	1306	2.470833	13.375	26.75	1389.733	26.7	-23.3	50	19.01667	-11.91667	19.0166	-15.2333	119	36	0	119.6564	89	2	89	2	XI(Luvic Xerosols)
