Sample_id	Country	Region	Site	Year	Month	Day	Sample_type	Site_type	Weather_condition	Subfamily	Genus	Species	Functional_group	Sex	Fecal_type	GPS.N.	GPS.E.	GPS_decimal.N.	GPS_decimal.E.	Collected_time	Altitude	Temperature	Humidity...	Elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	SG
23Mo7_28_17	23Mo7_28_17	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_18	23Mo7_28_18	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_19	23Mo7_28_19	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_20	23Mo7_28_20	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_21	23Mo7_28_21	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_22	23Mo7_28_22	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_23	23Mo7_28_23	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_24	23Mo7_28_24	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_25	23Mo7_28_25	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_26	23Mo7_28_26	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_27	23Mo7_28_27	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_28_28	23Mo7_28_28	Mongolia	Arvaikheer_Oldzeyte	28	2023	7	9	gut	Grassland	Cloudy_(50%)	Aphodiinae	Colobopterus	erraticus	Dweller	Unidentified	Horse	46_45_02_18	103_18_26_74	46.750606	103.307428	1140_1210	1670m	24.3	45.5	1670	-0.7	13.5	28.42105	1297.909	22	-25.5	47.5	14.55	-17.3667	14.55	-17.36667	250	70	1	112.7302	176	5	176	5	I(Lithosols)
23Mo7_29_1	23Mo7_29_1	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_2	23Mo7_29_2	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_3	23Mo7_29_3	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_4	23Mo7_29_4	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_5	23Mo7_29_5	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_6	23Mo7_29_6	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_7	23Mo7_29_7	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_8	23Mo7_29_8	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_9	23Mo7_29_9	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_10	23Mo7_29_10	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_11	23Mo7_29_11	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_12	23Mo7_29_12	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_13	23Mo7_29_13	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_15	23Mo7_29_15	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_16	23Mo7_29_16	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_17	23Mo7_29_17	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_18	23Mo7_29_18	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_19	23Mo7_29_19	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_20	23Mo7_29_20	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_21	23Mo7_29_21	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_22	23Mo7_29_22	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_23	23Mo7_29_23	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_24	23Mo7_29_24	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_27	23Mo7_29_27	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_28	23Mo7_29_28	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_29	23Mo7_29_29	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_30	23Mo7_29_30	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_31	23Mo7_29_31	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_32	23Mo7_29_32	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_33	23Mo7_29_33	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_34	23Mo7_29_34	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_35	23Mo7_29_35	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_36	23Mo7_29_36	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_37	23Mo7_29_37	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Gymnopleurus	mopsus	Roller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_38	23Mo7_29_38	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	gibbulus	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_39	23Mo7_29_39	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_40	23Mo7_29_40	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_41	23Mo7_29_41	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_42	23Mo7_29_42	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_43	23Mo7_29_43	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_44	23Mo7_29_44	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_45	23Mo7_29_45	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_46	23Mo7_29_46	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_47	23Mo7_29_47	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_48	23Mo7_29_48	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_49	23Mo7_29_49	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
23Mo7_29_51	23Mo7_29_51	Mongolia	Bulgan_Sanddune_MiniGobi	29	2023	7	9	gut	Grassland	Sunny	Scarabaeinae	Onthophagus	nuchicornis	Tunneller	Unidentified	Horse	47_20_32_98	103_44_35_87	47.342494	103.743297	1520_1630	1250m	35.9	22.3	1250	0.1875	13.45833	26.97061	1388.947	23.9	-26	49.9	16.35	-18.05	16.35	-18.05	248	71	1	113.0591	174	5	174	5	KI(Luvic Kastanozems)
